,formula
102093,Li3Mn2(P2O7)2
102094,TbCeO4
102095,Y3I7O
102096,Li2Cr3SnO8
102097,LiMnVP2(HO5)2
102098,Ba2CaI6
102099,Li2CoSiO4
102100,Li2MnO2F
102101,Mn2CrO6
102102,Li5Mn5O9F
102103,Ta2MnO6
102104,Li3CuS2
102105,V3CoO8
102106,LiVSiO4
102107,CrO3
102108,Li3CuS2
102109,Li2Mn2OF6
102110,LiMnOF2
102111,Li4MnCu3(PO4)4
102112,CrPO4
102113,Rb2O
102114,Ta3O7F
102115,Li3CuS2
102116,LiVSiO4
102117,Li5Mn5(FeO6)2
102118,LiAgF2
102119,LiMn2(PO4)2
102120,Li2MnOF3
102121,LiVSiO4
102122,Bi3O4F
102123,FePO4
102124,Li4Fe3Co2Ni3O16
102125,VF4
102126,Li2MnVO4
102127,Li6MnCrP2(CO7)2
102128,Fe4OF6
102129,Ce5Dy2O13
102130,Li3Co3NiO8
102131,Li4Cr3NiO8
102132,Ho6ReO12
102133,LiMnBO3
102134,TbPrO4
102135,Sr3Li3La5O12
102136,Li2FePCO7
102137,Nd4O3F7
102138,Mn5SbO12
102139,KTmO2
102140,BaCaI4
102141,Li4SbS4
102142,Li6FeCoP2(CO7)2
102143,Li2Cr(CO3)2
102144,LiMn2(PO4)2
102145,LiMn2O2F3
102146,EuHfO3
102147,LiVF5
102148,Li5InO4
102149,LiNiP2O7
102150,NbOF3
102151,LiCo2(PO4)2
102152,Mn2FeO6
102153,Ni(PO3)3
102154,LiFe2(PO4)2
102155,HfFeO3
102156,LiVSiO4
102157,Ce5Sm2O13
102158,Ba2YF7
102159,Hf2P2O9
102160,Li3BiO3
102161,Li6CrO6
102162,LiVSiO4
102163,Rb2SnO3
102164,CsTmO2
102165,LaErO3
102166,NbOF3
102167,Cs2Sr2O3
102168,Sc2Ti2O7
102169,Cs2CaO2
102170,LiCo2(PO4)2
102171,LiVPCO7
102172,BSbO3
102173,ZnNi9O10
102174,WOF3
102175,BaCaI4
102176,Li2SiNiO4
102177,Li2VCrO4
102178,Li3Co2(CO3)4
102179,Ca(ClO3)2
102180,LiMn3(OF3)2
102181,CaY2O4
102182,Na6MgO4
102183,Sr2Li2NiO4
102184,Li3(FeS2)2
102185,MnTlO3
102186,Pr3GaO6
102187,La2Se2O
102188,CeTh3O8
102189,Li4CrF6
102190,LiCuS
102191,Li3Mn4CuO8
102192,Li2CoSiO4
102193,Cr2O3
102194,Tm2Sb2O7
102195,Cu2OF2
102196,Bi4O3F7
102197,Li2CrS4
102198,Li2Mn4O7F
102199,LiMn2O3F
102200,Li4Ti3Ni2Sn3O16
102201,Li2Si2Ni2O7
102202,CoPO4
102203,Li4Mn8O13F3
102204,Mg8V5O16
102205,YZr5O11
102206,LiNi2(PO4)2
102207,LiCuO2
102208,Mg(GaO2)2
102209,Ca5Mn4O9
102210,Li(CuO)3
102211,VOF2
102212,Li4Mn5O9F
102213,Li4Mn5CuO12
102214,WOF4
102215,U4BiO10
102216,Rb2PH3SeO8
102217,LiCr2(CO3)4
102218,HfFeO3
102219,Mn2O2F3
102220,TiOF2
102221,Li3Cr2P4HO14
102222,SiBi3O7
102223,Li2VF6
102224,Li2FeF5
102225,Li2Ti2S5
102226,Sr2Li2Nb4O13
102227,LiVP2HO7
102228,Li2VCr(P2O7)2
102229,LiMn(PO4)2
102230,SbOF
102231,LiV2(PO4)2
102232,LiFe2(PO4)2
102233,LiV2(PO4)2
102234,LiMn2(PO4)2
102235,LiCr2(PO4)2
102236,Li2Si2NiO6
102237,Li8Cr3SbO12
102238,LiCo(SiO3)2
102239,LiFe2(PO4)2
102240,LiMnOF2
102241,Pr2S2O
102242,Li3Mn2(FeO4)2
102243,LiAg2F6
102244,Li6MnVP2(CO7)2
102245,La4Bi2O9
102246,Mn(PO4)2
102247,Li4Cr2Co3Sb3O16
102248,LiCr2(PO4)2
102249,Li3MnFe3O8
102250,Li4CuNi3(PO4)4
102251,Ni2H
102252,ZrTiO4
102253,Li2Cr2O7
102254,Li3FeCo3O8
102255,LiMn(PO4)2
102256,Li4Mn3Sb(PO4)4
102257,Li2Nb2Fe3O10
102258,LaTmO2
102259,LiFe(CO3)2
102260,Li2MnO2F
102261,Er2CuO4
102262,LiFeBO3
102263,Bi2B2O7
102264,Mn7O7F
102265,Tm2Zr2O7
102266,Li2MnO2F
102267,V(SiO3)2
102268,LiMn2O3F
102269,LiV(CO3)2
102270,GdAsO4
102271,CaTb2O4
102272,Li2MnO2F
102273,LiMn2(PO4)2
102274,V3FeO8
102275,Y2HfO5
102276,LiCr2(PO4)2
102277,Li4Co3CuO8
102278,Tm2SeO2
102279,Sb11S18
102280,LiMn3OF5
102281,Cs3HoO3
102282,LiCo2(PO4)2
102283,Nb4VO12
102284,LiVCoO4
102285,Mg8Mn3O11
102286,LiV2O2F3
102287,Li2MnOF2
102288,Li2VFeO5
102289,Li7Mn(OF)3
102290,Li6Fe(SiO4)2
102291,Li4SbTe2WO12
102292,LiLa4CoO8
102293,LiNiSnO4
102294,Li2FeSiO5
102295,Ho2V2O7
102296,Mn2OF3
102297,LiSnPO4
102298,KLiMnS2
102299,Li2Cr3O6
102300,BaY3Br11
102301,Li2FeS2
102302,Li4Mn3O5F3
102303,ClOF3
102304,LiCoS2
102305,LuHO2
102306,PrTiO3
102307,LiMnVO4
102308,Li2Co(CO3)2
102309,Li2Fe(SiO3)2
102310,Li2V2F7
102311,GdAsO3
102312,CdCuH8(ClO)4
102313,K3H8RhC4(ClO6)2
102314,Li4Mn7O9F7
102315,Ce4ThO8
102316,GdAsO4
102317,LiVCoO4
102318,Li2H2SeO5
102319,Li2MnO2F
102320,Li2NiP2O7
102321,CrOF
102322,Li4Mn5NiO12
102323,Li3Mn2(SiO4)2
102324,Li6CrS4
102325,Li2Mn3GaO8
102326,Li2WS4
102327,LiVF4
102328,Li4V3CrO8
102329,Li5Fe(Ni2O5)2
102330,Li4Ti2Ni3Sn3O16
102331,LiSnP2O7
102332,Li8CrS6
102333,Dy2(BiO2)7
102334,GdAsO4
102335,Li4Mn3(OF3)2
102336,Li2FeNi3O8
102337,Sn2P2O7
102338,Li4Mn2TeWO12
102339,Li2Mn7F18
102340,Li3CrS4
102341,In2HgO4
102342,LiMnCoO4
102343,V2P2O7
102344,Li6Mn(OF2)2
102345,Li4Mn2Co3Te3O16
102346,VCrO3
102347,BaY2F8
102348,Mg2CoO4
102349,CoAgO3
102350,NbVO5
102351,Li2MnSi3O8
102352,YTmO3
102353,LiMn2OF3
102354,Li4MnF7
102355,Li2Mn3(FeO4)3
102356,LiCr2(PO4)2
102357,Te2Rh
102358,Cu3P
102359,Li2VF5
102360,VOF
102361,Co3Sb(PO4)4
102362,WOF4
102363,TmHO2
102364,Mg(CO2)2
102365,Li4AlCr3O8
102366,BaCuO2
102367,ScBiO3
102368,ZnCu2O3
102369,Li(BiO2)3
102370,Mn(CO3)2
102371,LiV4CuO12
102372,Mn4OF8
102373,Li2VCrO4
102374,VOF
102375,Li4Fe2Co3Cu3O16
102376,MnOF
102377,Na4NpO5
102378,LiCoCuO4
102379,BaYBr5
102380,AlCoO3
102381,Li3Mn5OF11
102382,LiTi2V3O10
102383,Ba3Fe3O8
102384,Li3Mn2(SiO4)2
102385,NaSmO2
102386,Li2Fe(CO3)2
102387,Li2VCrO4
102388,Zn3Ni7O10
102389,YBrO
102390,Li2NiP2O7
102391,LiMn2(PO4)2
102392,Li2TlPCO7
102393,Li4Fe2Ni3O10
102394,VCrO3
102395,NiOF2
102396,YIO
102397,Y2V2O7
102398,CeSmO2
102399,Gd2HfO5
102400,Cd(CoO2)2
102401,NaLuO2
102402,Ho2TiO5
102403,Rb3SbO3
102404,LiMnBO4
102405,Co2RuO4
102406,Mn2O3F
102407,LiFeF3
102408,Li3(Fe2S3)2
102409,FeOF
102410,Li2VCrO4
102411,CsErO2
102412,Cr3Sb(PO4)4
102413,Li4Fe2Cu3Sb3O16
102414,Ce3Th2O9
102415,Li2NiBO4
102416,Li7BiO6
102417,Na3SnPCO7
102418,Li2FeBO4
102419,MnP2
102420,Hg(SbO3)2
102421,Li3Co2CuO6
102422,Cr2OF2
102423,Mn(Cu3O4)2
102424,Co2HgO4
102425,Mn2OF3
102426,Pb2O3
102427,VOF
102428,Lu2TiO5
102429,Li2V2SnO6
102430,LiHfPCO7
102431,Li4Mn3Fe3(CoO8)2
102432,VCr2O4
102433,LiFe2(PO4)2
102434,GdAsO4
102435,LiV3Zn2O8
102436,Li3TiV3O8
102437,Li6Mn2OF11
102438,Li2Ni5O7
102439,Cu2OF2
102440,Li2BiS2
102441,Li2CuS2
102442,Li3Fe2(SiO4)2
102443,Li4Fe2TeWO12
102444,Li2CrO3
102445,ScTiO3
102446,Gd2CdO4
102447,Li3Fe3NiO8
102448,Li3Cu4F9
102449,Li2TiFeO4
102450,Li2FeBO4
102451,LiVO3
102452,Li2TiFe2O5
102453,SnP3
102454,Li2FeCuO4
102455,RbLi7(NiO3)2
102456,Li4TiMn3O8
102457,CaNiO3
102458,Li2MnSi3O8
102459,Li4TiCrO6
102460,Mn2PO5
102461,Y(BiO2)3
102462,Li2MnCo3O8
102463,PrAsO4
102464,SmAgO2
102465,LuWO4
102466,CeBrO
102467,TmClO
102468,SrSc2O4
102469,Li2CrCoO4
102470,BaY2Br8
102471,YHO2
102472,Sr(AsO3)2
102473,Dy2Nb2O7
102474,Li2AlCoO4
102475,LiNiPO4
102476,Li4FeCo3O8
102477,ScCoO3
102478,NdO2
102479,CuAuO2
102480,LiCo2(PO4)2
102481,Ba3Hf2O7
102482,LiMn4O8
102483,LiNiPHO5
102484,Mn5O3F5
102485,LiCrBO3
102486,HfZrO4
102487,Li3Mn2F9
102488,CsLi7(NiO3)2
102489,CsDyO2
102490,Li2Cr3TeO8
102491,CaSeO3
102492,Ce3TaO7
102493,Li2Mn4O5F3
102494,LiVWO6
102495,BaYI5
102496,TbLuO3
102497,Rb3YO3
102498,Li2TiCo2O5
102499,Li2V2FeO6
102500,GdOF
102501,La3GaO6
102502,VOF
102503,YBiO3
102504,LiH2BrO
102505,CsHoO2
102506,Mn3SbO8
102507,AlInO3
102508,KNdO2
102509,Na2Mn(SO4)2
102510,ScCrO4
102511,Rb3HoO3
102512,LiGdO2
102513,BeClO
102514,Tl6WO12
102515,ScGaO3
102516,Li2TiFe2O5
102517,Mn5OF11
102518,Co(NiO2)2
102519,Li3Co4SnO8
102520,LiCoP2O7
102521,CsRbO
102522,La3Ti2N3O4
102523,Sm2Cu2O5
102524,Tb2Nb2O7
102525,KGePCO7
102526,Ce3Th3O11
102527,CaGd2O4
102528,Mn5OF11
102529,LiMn(PO4)2
102530,Li3Ti2CoO6
102531,TbZr4O10
102532,Li2VNiO4
102533,ErAlO3
102534,Y2MgNi2
102535,Mn2InO5
102536,Li3Mn2SnO6
102537,Li3CrF6
102538,VSb3(PO4)4
102539,La2Ti3O9
102540,Tm2TiO5
102541,Li3TiCr3O8
102542,Fe4O7F
102543,Li4Cr3CoO8
102544,Ba2SrI6
102545,NdO
102546,Ba(LaI4)2
102547,BaSrI4
102548,GeP3
102549,Mn4CrO8
102550,Li8Nb(FeO4)3
102551,CsClO3
102552,SmErO3
102553,LiGdO2
102554,CrFe2O5
102555,LiBi3(ClO2)2
102556,Tb2Mn2O7
102557,ErInO3
102558,Li4Cr3NiO8
102559,Li6FeS4
102560,SrLa2O4
102561,BaSr2I6
102562,Li2ZrCuO4
102563,TlAsO4
102564,Mn4OF6
102565,SmIO
102566,Tb2SeO2
102567,Li3MnO3
102568,Tm(CuO2)2
102569,LiFe2F5
102570,NbFeO4
102571,Ta2CuO6
102572,BaSr2I6
102573,YbTiO3
102574,YLuO3
102575,Li8NbS6
102576,Li4Ni3SbO8
102577,MnAgO3
102578,Li3SiNiO5
102579,LuTiO3
102580,Li4Co3WO8
102581,Li5CrO5
102582,V2SiO4
102583,LiMnP2HO7
102584,Y2GeO5
102585,LiTmO2
102586,Li2CuBiO4
102587,ScGaO3
102588,CaSm2O4
102589,LiFe2(PO4)2
102590,Cr4OF11
102591,V2(OF)3
102592,Li3MnO4
102593,TiSnO3
102594,Li4Cr3GaO8
102595,Li2Mn3NbO8
102596,Li3ZrNb(TeO6)2
102597,NaLuO2
102598,K3SnPCO7
102599,MnNb(PO4)2
102600,EuTlO2
102601,P2WO8
102602,Rb5FeO4
102603,Ti2Mn3Te3O16
102604,Li4Fe3NiO8
102605,Li7Nb2Fe3O16
102606,V6O11F
102607,La4FeO8
102608,Zn2As2O7
102609,Ho2CuO4
102610,Li2TiV2O6
102611,Li2MgMn3O8
102612,Li8TiS6
102613,Li2MnCu3O8
102614,Li3Cu4TeO8
102615,Nd3SbO7
102616,V2(OF)3
102617,Mn3(OF2)2
102618,Cs2Ba2O3
102619,Li3Co(CuO2)4
102620,MnV2O6
102621,Li4Mn3Co5O16
102622,MnCrO4
102623,Li3Fe4(OF3)3
102624,Fe3(OF2)2
102625,Li4Cr3NiO8
102626,Li5CoO4
102627,SrO
102628,HoHO2
102629,LiAlNiO3
102630,Li5MnO4
102631,Co3OF5
102632,V4O7F5
102633,MgFe11O18
102634,Mn2Hg2O7
102635,LiLa4MnO8
102636,NiSb(PO4)2
102637,Li3CrBAsO7
102638,Co3(OF2)2
102639,Li2VCo3O8
102640,Li3FeOF4
102641,Eu3WO6
102642,TiPHO5
102643,MnV2O4
102644,LiVS2
102645,HoBiO3
102646,Li5Ti2V5O12
102647,Dy2Zr2O7
102648,Li2MnFe3O8
102649,BaYI5
102650,Fe6O5F7
102651,Ce4SmO9
102652,BaNdO3
102653,Li3Cu3(PO4)2
102654,Fe5(OF2)4
102655,Mg(ReO4)2
102656,Li3Co(OF)2
102657,LiV3CoO10
102658,Li4Cr3NiO8
102659,Li3V4SnO12
102660,Li3Co(NiO3)2
102661,NdO2
102662,MnZnO3
102663,Li3Nb(NiO2)4
102664,Li2MnPCO7
102665,Li4V3CrO8
102666,Sr2CuO4
102667,TmBiO3
102668,Li4V3CrO8
102669,Li3Fe4(BO3)4
102670,NaAgO2
102671,Ho2CuO4
102672,Li4NbV3O8
102673,CdSnO3
102674,Li2MnSnO4
102675,Na2VO3
102676,LiFe7(OF3)3
102677,TiO
102678,NaTmO2
102679,Ga3NO3
102680,Li2MnFeO4
102681,LiVF4
102682,Ag2O
102683,LiSbTe2WO12
102684,Li4Ti3Cr3(WO8)2
102685,Ho2TeO6
102686,ScFeO3
102687,Li3Co2SbO6
102688,LiZnO2
102689,LiTaO3
102690,SrLiLa3MnO8
102691,LiVBO4
102692,GdOF
102693,V5CrO12
102694,K2CuPCO7
102695,Na3CuO2
102696,Zr3N4
102697,Ba4OF6
102698,Tm(HO)3
102699,Na5Mn2P2(CO7)2
102700,LiFePO4
102701,ZnSeO4
102702,Y6TeO12
102703,Li3FeO4
102704,Hf2N2O
102705,Li3V2F9
102706,Ba2HfO4
102707,Y2CuO4
102708,Li2Cr2O7
102709,Li4Nb3Fe3(NiO8)2
102710,NaSbO2
102711,Na4MgO3
102712,Ba3GeO5
102713,Mn6O7F5
102714,LiCoOF2
102715,Na2FeO3
102716,Mn3O5F
102717,NaTi2O3
102718,Li2Co2NiO6
102719,K4TiO4
102720,LiV3O4
102721,Mn3(O2F)2
102722,Zr3N4
102723,BaYb2O4
102724,ScTlO2
102725,Ni3OF5
102726,BaSrI4
102727,FeOF
102728,Li2TiFeO4
102729,BaEuO2
102730,Li5Mn7O12
102731,Mn3OF5
102732,Li5Mn4O8
102733,Na3CoO3
102734,Na4CuO3
102735,ZrSiRu
102736,KVO2
102737,Al2O3
102738,Li2MnVO4
102739,ZrO2
102740,Ce2TiO5
102741,Li2CuPO4
102742,Li2FeS2
102743,Ba2SrI6
102744,HoBO3
102745,CaTm2O4
102746,TaFeO4
102747,Fe3O5F
102748,Fe10O9F11
102749,SrSm2O4
102750,Tb3NbO7
102751,Li4Mn(BO3)2
102752,H2
102753,Co6OF11
102754,Li2Mn2SnO6
102755,Li7FeO5F
102756,Li5Nb2V3O10
102757,BaYb2O4
102758,Mn2O3F
102759,Li4NbNi3O8
102760,Li2MnCr3O8
102761,Na3NiO2
102762,LiFe3(OF3)2
102763,Na5LiMn2P2(CO7)2
102764,CaTm2O4
102765,Mn7O12
102766,Li3Cr(NiO3)2
102767,Na2FeO4
102768,Li2CoBO4
102769,Hf3N4
102770,LuAlO3
102771,Li3Y(NiO3)2
102772,Na3(CoO2)2
102773,Na2Ni2O3
102774,Li4MnCr5O12
102775,Mn2O3F
102776,Li4Cu2Ni3Sb3O16
102777,Li4Cr3NiO8
102778,Zn(AgO2)2
102779,Li2Ti(BO3)2
102780,Li2MnF4
102781,Cd6(CoO3)5
102782,Co3(OF2)2
102783,Li5Cu2Ni5O12
102784,Li2CrWO6
102785,V5O12
102786,LiV6O7F5
102787,LaTiNO2
102788,Cd(AgO2)2
102789,Sc2O3
102790,NaVSiO4
102791,Li2FeF4
102792,Li3Cu(NiO3)2
102793,BCl(OF2)2
102794,Fe6O11F
102795,V4OF11
102796,SbTe2F6
102797,Na2FePCO7
102798,Li3Co4NiO8
102799,Co6O5F7
102800,Li2AgF3
102801,LiV2(OF)3
102802,NaCuO2
102803,Er2TeO2
102804,Li3CrO4
102805,LiFe5O3F5
102806,HoCuO2
102807,Li5Mn2V3O10
102808,USiS
102809,Tm2SeO2
102810,Li2Mn2FeO6
102811,Fe6O5F7
102812,HfZrO4
102813,CrSb(PO4)2
102814,GdYO2
102815,Na3(CuO2)2
102816,Li4TiV3O10
102817,Li5Mn2P2(CO7)2
102818,NiHgO2
102819,Fe2HgO4
102820,Li2V3CrO8
102821,Fe3(OF2)2
102822,BaLaBr5
102823,NbNO
102824,Li5SbS
102825,Mn3O5F
102826,Fe2O3F
102827,LiMnCSO7
102828,LiSn2P4H3O16
102829,Ca(CuO)2
102830,SmYO2
102831,ZrBrO
102832,LiMn3CrO8
102833,SrTaNO2
102834,V2CrO6
102835,Ni6OF11
102836,MgFeO3
102837,LiCoNiO4
102838,K3NiPCO7
102839,Co3(OF2)2
102840,Ge11N11O5
102841,ZrMnO3
102842,BaMgGe
102843,LiNiP
102844,SrCa2I6
102845,Fe2O3F
102846,LiNb(TeO4)3
102847,Na3CoO3
102848,Sr(IO3)2
102849,LiVCoO4
102850,CeTiO3
102851,Li4Ti3V3(TeO8)2
102852,TmBrO
102853,FeOF
102854,Ti2Ni3Te3O16
102855,Li2Ti2VO6
102856,V4O3F5
102857,Al2O3
102858,Li2Mn3O6
102859,LiFeP2HO7
102860,Li2CeO3
102861,LaAgO2
102862,Fe10O9F11
102863,LiLuO2
102864,HgPtO2
102865,LiVSiO5
102866,CaPbI4
102867,TmTlO2
102868,LiVS2
102869,Na2FeO4
102870,K3VPCO7
102871,NdO
102872,LiNbFeO4
102873,Li2TiMnO4
102874,Na2CuO2
102875,Tb3TaO7
102876,Li3Mn4(BO3)4
102877,Zn3N2
102878,Li5Fe2P2(CO7)2
102879,HoTlO2
102880,Nb3N5
102881,EuY2O4
102882,FeNi(PO4)2
102883,Li4Fe3OF11
102884,Mn3OF5
102885,Ta2CrNO5
102886,Li4Mn3Fe(BO3)4
102887,Li4Ti2Mn3Cu3O16
102888,Li2CoOF3
102889,LiFe6O7F5
102890,NaCdO2
102891,Na5LiMn2P2(CO7)2
102892,LiFeF4
102893,Li4Ti3V3(SnO8)2
102894,Li4Co7(OF7)2
102895,BaCa2I6
102896,LiMn2Si2O7
102897,Mn2O3F
102898,Li17Cr2O12
102899,Li4MgCo3O8
102900,Li3NbV4O8
102901,TmGaO3
102902,Li2FeF4
102903,Li5MnO5
102904,LiFeF3
102905,Li5Nb2Fe3O10
102906,Na5CuO4
102907,V2O5
102908,Li8BiO6
102909,K2Be2O3
102910,ZrBiO4
102911,VOF
102912,FeOF
102913,Fe3(OF2)2
102914,Li4FeOF4
102915,Fe7O3F13
102916,VBO4
102917,Li2Ti3FeO8
102918,RbGaO2
102919,LuTlO3
102920,Hg3SeO6
102921,BaTm2O4
102922,Li2V3TeO8
102923,Fe3O5F
102924,BaBePO4F
102925,LiLuO2
102926,Fe6O11F
102927,Li2MnFeO4
102928,VSiO3
102929,V2OF5
102930,Sr3CaI8
102931,NbVO4
102932,Mn6O7F5
102933,K2ErPCO7
102934,LuNbO4
102935,Li3VCr2O6
102936,FeOF
102937,Na3FeO4
102938,LiMnF4
102939,Li2CrP2O7
102940,Li4TiMn5O12
102941,Sm2Ge2O7
102942,Fe2O3F
102943,CrCo3O8
102944,Al2O3
102945,SrTaNO2
102946,WN2
102947,WN2
102948,BaSrI4
102949,NaCu2O3
102950,Pr(ReO4)2
102951,ZnCoO2
102952,Li6WO6
102953,Li2MnFe(PO4)2
102954,ErBiO3
102955,NaCuP2O7
102956,Na4Ti3O8
102957,FeSeO4
102958,Ce2SeO2
102959,Li2MnCrO4
102960,Mn2FeO4
102961,LiV2(SiO4)2
102962,CrNi3(PO4)4
102963,MgCl2O
102964,Dy2Ge2O7
102965,LiAlVO4
102966,Li2MnF6
102967,MnCSO7
102968,Li2V3NiO8
102969,Fe7(Ni3O8)2
102970,V4O7F5
102971,Fe3OF5
102972,NiSnO3
102973,Eu2SeO2
102974,LiMnO2
102975,HfMnO3
102976,TeO3
102977,Zr3N2O3
102978,LiFeS2
102979,INO3
102980,LiFeF4
102981,Na2Be2O3
102982,Li2TiCuO4
102983,Pb(BrO3)2
102984,BaSr2I6
102985,Hf3N2O3
102986,Li2VP2O7
102987,V2O5
102988,YScO2
102989,TiO2
102990,Er6Te2Ru
102991,Lu(CuO2)2
102992,MnOF
102993,LiMnF3
102994,Li2FeO2F
102995,BaTaO3
102996,Li5V2Fe3O10
102997,Li4Mn3Fe(BO3)4
102998,Mn3Cr2Sb3O16
102999,Li2TiCo3O8
103000,VO2F
103001,Ba4IrO6
103002,Li4CrFe(WO6)2
103003,Li4Mn3Co2Sb3O16
103004,Li4Co3OF11
103005,Gd(AlGe)2
103006,Mn6O5F7
103007,V6O7F5
103008,Bi2BO5
103009,Lu(BiO2)3
103010,Na4WO4
103011,Li2TiCr3O8
103012,PrTiO3
103013,LiCoPO4
103014,NbO2
103015,NaTi2O3
103016,BaSe2
103017,Li4V3FeO10
103018,CaTiO3
103019,V3(O2F)2
103020,Mn6O11F
103021,Li3Co4WO8
103022,Fe4OF8
103023,Li3TiV4O8
103024,LiFeF3
103025,Li3V5Cr2O12
103026,LiTiV3O8
103027,Sr2CaI6
103028,Nb2Pb2O7
103029,NClO3
103030,Al2CrO5
103031,Li2MnF4
103032,Li2CuNiO4
103033,RbBrO4
103034,NaCuO2
103035,V2Si2O7
103036,CoO2
103037,LiVF4
103038,Li4Ti3MnO8
103039,Li2Ti3BiO8
103040,Li2MnNbO4
103041,UCd3O6
103042,FeOF
103043,LiNiS2
103044,LiScVO4
103045,V3(O2F)2
103046,SrCaI4
103047,Fe3O5F
103048,NaV4O10
103049,Li4Ti2Cr3Co3O16
103050,Li2Mn3(BO3)3
103051,Li2Ni3SbO8
103052,BaSr3I8
103053,Li5Nb2V5O12
103054,Co2O3F
103055,CaBe3O4
103056,Li4Nb2V3Co3O16
103057,ZrO2
103058,Li(CoO2)2
103059,Na2FeO2
103060,LiMnBO3
103061,Na2SnO3
103062,VOF
103063,Li2FeF4
103064,CoO2
103065,Li2CoOF3
103066,Ta2CrNO5
103067,Li3Nb3TeO12
103068,NbNO
103069,Li3Mn(PO4)2
103070,Li8(CoO2)5
103071,LiVF4
103072,Li2NiO2
103073,SbRhO4
103074,Li2FeO2F
103075,Y2O3
103076,Eu(ReO4)2
103077,Sr2HfO4
103078,Li4Mn3V2Cr3O16
103079,LiVBO4
103080,FeOF
103081,FeO
103082,LiVF4
103083,Fe3(SnS4)2
103084,Tb2Pt2O7
103085,TiO2
103086,LiMnF3
103087,Li3Co2OF5
103088,Cr(PO3)2
103089,Li2Mn3(CoO4)3
103090,Co6O5F7
103091,Sm2Ge5Ru3
103092,NaLaO2
103093,Li2CrCuO4
103094,Li2NbS3
103095,Li2Ti3CoO8
103096,Ga3NO3
103097,Na2CdO3
103098,Li3MnV4O12
103099,Li2Mn3CoO8
103100,Co6O5F7
103101,Fe2O3F
103102,SmTlO3
103103,Mn3(OF2)2
103104,Na2Cr7O14
103105,Ti3N2O3
103106,Li3Mn2Fe(BO3)3
103107,CrFeO4
103108,LiCoPHO5
103109,La2S2O
103110,Ta2CrNO5
103111,NaTmO2
103112,CrPHO5
103113,Bi2SeO6
103114,MnV4CuO12
103115,BaSe3
103116,Ni3O4
103117,Li3Ti6O13
103118,Li5(FeO2)4
103119,Li(FeO2)2
103120,La3Ti4O12
103121,Li5Fe3(SbO5)2
103122,Ni5O6
103123,LiFeSbO4
103124,La2MgO4
103125,MnNbO4
103126,Li2MnVP2(HO5)2
103127,Li3Mn5O8
103128,Al2O3
103129,LiFe2OF3
103130,Fe2O3F
103131,YBr3
103132,LiFeF3
103133,Co6OF11
103134,NaTaO3
103135,Co3(O2F)2
103136,Li3CoPCO7
103137,Mn6O7F5
103138,Li4Ti3Sn5O16
103139,ErTlO2
103140,SrO
103141,NaTmO2
103142,CsScO2
103143,Tm2TeO2
103144,Mn6O7F5
103145,Na4VO4
103146,Mn6O7F5
103147,FeOF
103148,Li3Co5OF11
103149,Hf2N2O
103150,Er2TeO2
103151,Na6CuO4
103152,V6O7F5
103153,Hf2N2O
103154,Li2Cr(CO3)2
103155,SnBiO4
103156,TaAsO4
103157,Sc(CuO2)2
103158,LiFeSiO4
103159,Na2Ti2O5
103160,Na2IrO3
103161,La3Ti2N3O4
103162,Ce2Nd2O7
103163,Fe6OF11
103164,Na2SnO3
103165,LiV4O5F7
103166,NaTiS2
103167,Li2CoSnO4
103168,BaSrI4
103169,CaHfO3
103170,Li3V4(OF3)3
103171,CaAsH5O6
103172,Li7Y7ZrS16
103173,Nb2Ge2O7
103174,Rb2Ni2O3
103175,Fe10O9F11
103176,Co2OF3
103177,LiVBO4
103178,V3Sb(PO4)4
103179,Li2MnFe(BO3)2
103180,Li3V2(OF)4
103181,Fe10O9F11
103182,Co2OF3
103183,Li2FeO2
103184,Sr(IO3)2
103185,Li2RhO3
103186,Na3BiAsCO7
103187,Mn6O5F7
103188,Li2VBO4
103189,Cr3O8
103190,TbSi2Rh3
103191,SmAsO4
103192,Li4Mn3Cr3O12
103193,Cu3OF5
103194,FeOF
103195,NaMnO4
103196,LiMnO2
103197,Li2Ni3SnO8
103198,KHoO2
103199,LiFe2O2F3
103200,SrCaI4
103201,MnSb3(PO4)4
103202,Li4CoOF5
103203,LiMn2(BO3)2
103204,Li4Mn(PO3)6
103205,Zr5N5O2
103206,Rb3ClO
103207,U4O7
103208,Li3Mn4O8
103209,LiVF4
103210,Li3(NiO2)4
103211,BaTl2O4
103212,Li4Fe3Sn3(SbO8)2
103213,V4(OF3)3
103214,TiFeO4
103215,LiSbCSO7
103216,Y(BO2)3
103217,Li3NbV2O6
103218,Ni3OF5
103219,Fe2O3F
103220,NbCrO4
103221,LiVBO4
103222,Li2CrNiO4
103223,MnOF
103224,LiCuO2
103225,Li2CrO2
103226,Li2TiMnO4
103227,NaFeO3
103228,Li4VCr(TeO6)2
103229,Li(NiO2)2
103230,Ho2Mn2O7
103231,VOF3
103232,BaYF5
103233,LiV2O4
103234,Li2AlVO4
103235,Li2V5NiO12
103236,BaLaI5
103237,Li2Mn2CoO6
103238,Li5Mn2Ni3O10
103239,Eu2CoO4
103240,Ga3NO3
103241,LiVCSO7
103242,Fe3(OF2)2
103243,Na2Mn2O3
103244,SmTlO2
103245,Co6O5F7
103246,Li2V3CrO8
103247,DyAlO3
103248,LiTi3O6
103249,Fe2O3F
103250,Ba3SiO
103251,EuCrO3
103252,SrSm2O4
103253,ErBiO3
